code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
000417,国联安新精选混合,0.15%,100元起购,4.59%,1.00%,26.41%,22.45%,10.48%,44.28%,混合型,1.15亿元（2019-12-31）,2014-03-04,国联安基金
000415,大摩添利18个月定开债A,0.06%,100元起购,0.97%,2.56%,4.29%,7.77%,22.08%,48.72%,定开债券,12.18亿元（2019-12-31）,2014-09-02,摩根士丹利华鑫基金
000418,景顺长城成长之星股票,0.15%,100元起购,-0.52%,8.05%,27.58%,40.10%,66.85%,168.30%,股票型,1.25亿元（2019-12-31）,2013-12-13,景顺长城基金
000420,大摩优质信价纯债C,0.00%,100元起购,0.83%,1.96%,3.19%,5.60%,16.73%,32.96%,债券型,3.05亿元（2019-12-31）,2014-11-25,摩根士丹利华鑫基金
000416,大摩添利18个月定开债C,0.00%,100元起购,0.91%,2.47%,4.07%,7.34%,20.69%,45.52%,定开债券,3.46亿元（2019-12-31）,2014-09-02,摩根士丹利华鑫基金
000414,嘉实绝对收益策略定期混合,0.15%,100元起购,0.49%,1.06%,3.15%,5.07%,6.15%,24.30%,混合型,1.62亿元（2019-12-31）,2013-12-06,嘉实基金
000407,汇添富双利增强债券C,0.00%,100元起购,0.09%,1.59%,4.74%,8.32%,19.36%,53.50%,债券型,0.31亿元（2019-12-31）,2013-12-03,汇添富基金
000410,益民服务领先混合,0.15%,100元起购,2.84%,-2.60%,12.23%,4.17%,20.02%,214.70%,混合型,1.03亿元（2019-12-31）,2013-12-13,益民基金
000406,汇添富双利增强债券A,0.10%,100元起购,0.17%,1.77%,4.93%,8.81%,20.63%,54.04%,债券型,1.71亿元（2019-12-31）,2013-12-03,汇添富基金
000411,景顺长城优质成长股票,0.15%,100元起购,4.83%,-4.55%,2.61%,3.37%,15.20%,59.26%,股票型,0.97亿元（2019-12-31）,2014-01-02,景顺长城基金
000402,工银纯债债券A,0.08%,100元起购,1.63%,3.17%,4.49%,7.44%,13.37%,39.89%,债券型,45.55亿元（2019-12-31）,2014-05-16,工银瑞信基金
000398,华富灵活配置混合,0.15%,100元起购,2.57%,-3.81%,6.26%,18.94%,0.48%,27.11%,混合型,0.49亿元（2019-12-31）,2013-12-18,华富基金
000404,易方达新兴成长灵活配置,0.15%,100元起购,5.52%,1.98%,34.12%,52.30%,66.43%,224.70%,混合型,30.69亿元（2019-12-31）,2013-11-28,易方达基金
000409,鹏华环保产业股票,0.15%,100元起购,3.85%,-0.62%,24.31%,22.84%,24.09%,107.60%,股票型,2.40亿元（2019-12-31）,2014-03-07,鹏华基金
000403,工银纯债债券B,0.00%,100元起购,1.61%,3.05%,4.27%,7.01%,12.13%,36.62%,债券型,1.56亿元（2019-12-31）,2014-05-16,工银瑞信基金
000408,民生加银城镇化混合,0.15%,100元起购,10.09%,1.56%,13.20%,27.85%,55.64%,261.82%,混合型,4.46亿元（2019-12-31）,2013-12-12,民生加银基金
000397,汇添富全额宝货币,暂停申购,暂停申购,0.17%,0.58%,1.23%,2.47%,10.61%,25.95%,货币型,909.52亿元（2019-12-31）,2013-12-13,汇添富基金
000396,汇添富安心中国债券C,0.00%,100元起购,0.77%,1.87%,2.76%,5.33%,14.67%,30.50%,债券型,0.32亿元（2019-12-31）,2013-11-22,汇添富基金
000395,汇添富安心中国债券A,0.08%,100元起购,0.78%,1.89%,2.95%,5.64%,13.02%,29.30%,债券型,2.06亿元（2019-12-31）,2013-11-22,汇添富基金
000394,融通通源短融债券A,0.00%,100元起购,0.70%,1.60%,2.47%,4.11%,12.05%,29.21%,债券型,0.91亿元（2019-12-31）,2013-12-31,融通基金
000389,广发天天红货币A,暂停申购,暂停申购,0.16%,0.56%,1.18%,2.39%,10.04%,25.80%,货币型,28.08亿元（2019-12-31）,2013-10-22,广发基金
000386,景顺长城景颐双利债券C,0.00%,100元起购,1.63%,0.99%,3.20%,4.08%,13.33%,59.34%,债券型,0.10亿元（2019-12-31）,2013-11-13,景顺长城基金
000385,景顺长城景颐双利债券A,0.08%,100元起购,1.66%,1.03%,3.40%,4.53%,14.72%,63.48%,债券型,14.40亿元（2019-12-31）,2013-11-13,景顺长城基金
000390,华商优势行业混合,0.15%,100元起购,-2.33%,-0.49%,18.92%,28.66%,58.93%,247.65%,混合型,16.25亿元（2019-12-31）,2013-12-11,华商基金
000381,景顺长城景益货币B,0.00%,5000000元起购,0.18%,0.60%,1.27%,2.60%,10.19%,24.23%,货币型,0.31亿元（2019-12-31）,2013-11-26,景顺长城基金
000380,景顺长城景益货币A,0.00%,100元起购,0.16%,0.54%,1.15%,2.36%,9.40%,22.35%,货币型,1017.65亿元（2019-12-31）,2013-11-26,景顺长城基金
000379,平安日增利货币,0.00%,100元起购,0.16%,0.57%,1.18%,2.41%,10.05%,24.54%,货币型,1083.06亿元（2019-12-31）,2013-12-03,平安基金
000378,上投摩根双债增利债券C,0.00%,100元起购,1.37%,1.75%,4.43%,7.26%,8.20%,57.06%,债券型,0.14亿元（2019-12-31）,2013-12-11,上投摩根基金
000377,上投摩根双债增利债券A,0.08%,100元起购,1.36%,1.82%,4.66%,7.66%,9.55%,60.50%,债券型,0.18亿元（2019-12-31）,2013-12-11,上投摩根基金
000376,华安中证细分医药ETF联接C,0.00%,100元起购,13.44%,8.37%,12.93%,13.35%,25.14%,52.80%,联接基金,0.33亿元（2019-12-31）,2014-11-28,华安基金
000373,华安中证细分医药ETF联接A,0.12%,100元起购,13.51%,8.47%,13.10%,13.84%,26.46%,56.30%,联接基金,0.34亿元（2019-12-31）,2014-11-28,华安基金
000372,中银惠利半年定开债,0.08%,100元起购,1.27%,2.57%,3.46%,6.42%,16.74%,48.69%,定开债券,15.93亿元（2019-12-31）,2013-11-07,中银基金
000371,民生加银现金宝货币A,暂停申购,暂停申购,0.19%,0.66%,1.32%,2.68%,10.99%,26.91%,货币型,197.71亿元（2019-12-31）,2013-10-18,民生加银基金
000370,广发全球医疗保健美元,暂停申购,暂停申购,18.07%,-5.34%,7.37%,12.01%,30.26%,59.26%,QDII-指数,2.54亿元（2019-12-31）,2013-12-10,广发基金
000368,汇添富沪深300安中指数,0.12%,100元起购,3.83%,-1.61%,6.54%,4.08%,18.11%,64.14%,股票指数,3.42亿元（2019-12-31）,2013-11-06,汇添富基金
000367,国泰安康定期支付混合A,0.08%,100元起购,1.36%,0.39%,4.55%,5.19%,20.25%,56.20%,混合型,3.61亿元（2019-12-31）,2014-04-30,国泰基金
000363,国泰聚信价值优势混合C,0.00%,100元起购,6.84%,13.82%,38.44%,44.06%,58.44%,258.25%,混合型,4.97亿元（2019-12-31）,2013-12-17,国泰基金
000362,国泰聚信价值优势混合A,0.15%,100元起购,6.91%,13.96%,38.81%,44.62%,60.85%,255.64%,混合型,5.05亿元（2019-12-31）,2013-12-17,国泰基金
000369,广发全球医疗保健(QDII),0.13%,100元起购,19.23%,-2.74%,7.34%,18.05%,34.19%,83.53%,QDII-指数,2.54亿元（2019-12-31）,2013-12-10,广发基金
000352,国富恒丰定期债券C,0.00%,100元起购,1.56%,3.06%,4.25%,7.01%,14.94%,44.95%,定开债券,0.16亿元（2020-02-21）,2013-11-20,国海富兰克林基金
000351,国富恒丰定期债券A,0.07%,100元起购,1.56%,3.17%,4.44%,7.43%,16.18%,48.37%,定开债券,0.77亿元（2020-02-21）,2013-11-20,国海富兰克林基金
000356,南方丰元信用增强债券C,0.00%,100元起购,1.34%,4.54%,6.61%,8.22%,19.33%,48.16%,债券型,3.38亿元（2019-12-31）,2013-11-12,南方基金
000355,南方丰元信用增强债券A,0.08%,100元起购,1.38%,4.60%,6.89%,8.57%,20.81%,51.90%,债券型,5.60亿元（2019-12-31）,2013-11-12,南方基金
000354,长盛城镇化主题混合,0.15%,100元起购,-3.92%,-8.55%,6.73%,12.33%,2.28%,105.29%,混合型,0.65亿元（2019-12-31）,2013-11-12,长盛基金
000360,信诚年年有余定开债A,0.06%,100元起购,0.72%,1.87%,5.03%,5.03%,11.67%,39.67%,定开债券,0.11亿元（2019-12-31）,2013-11-27,中信保诚基金
000361,信诚年年有余定开债B,0.00%,100元起购,0.74%,1.83%,4.89%,4.71%,10.58%,36.30%,定开债券,0.01亿元（2019-12-31）,2013-11-27,中信保诚基金
000359,易方达易理财货币A,暂停申购,暂停申购,0.17%,0.57%,1.21%,2.47%,10.67%,27.28%,货币型,1554.74亿元（2019-12-31）,2013-10-24,易方达基金
000345,鹏华丰融定开债,0.06%,100元起购,0.62%,2.07%,4.84%,10.62%,37.83%,72.86%,定开债券,5.96亿元（2019-12-31）,2013-11-19,鹏华基金
000339,长城医疗保健混合,0.15%,100元起购,6.46%,12.41%,29.71%,58.37%,87.74%,178.23%,混合型,2.13亿元（2019-12-31）,2014-02-28,长城基金
000346,建信安心回报6个月定开A,0.06%,100元起购,1.19%,2.89%,3.81%,4.37%,19.80%,46.30%,定开债券,0.12亿元（2019-12-31）,2013-11-05,建信基金
000343,华夏财富宝货币A,暂停申购,暂停申购,0.19%,0.62%,1.27%,2.52%,10.55%,26.76%,货币型,714.99亿元（2019-12-31）,2013-10-25,华夏基金
000341,嘉实新兴市场C2(QDII),暂停申购,暂停申购,-6.13%,-16.10%,-14.24%,-11.09%,-4.67%,10.05%,QDII,2.05亿元（2019-12-31）,2013-11-26,嘉实基金
000347,建信安心回报6个月定开C,0.00%,100元起购,1.16%,2.80%,3.63%,4.03%,15.47%,39.27%,定开债券,0.44亿元（2019-12-31）,2013-11-05,建信基金
000342,嘉实新兴市场A1(QDII),0.08%,100元起购,-5.14%,-13.67%,-13.98%,-5.75%,-0.34%,49.75%,QDII,14.75亿元（2019-12-31）,2013-11-26,嘉实基金
000333,长城稳固收益债券A,0.08%,100元起购,0.28%,4.11%,6.72%,7.99%,15.73%,27.55%,债券型,0.13亿元（2019-12-31）,2015-01-28,长城基金
000331,中加货币A,0.00%,100元起购,0.18%,0.57%,1.17%,2.37%,9.85%,26.09%,货币型,12.60亿元（2019-12-31）,2013-10-21,中加基金
000336,农银研究精选混合,0.15%,100元起购,5.46%,4.12%,25.08%,38.02%,15.38%,62.21%,混合型,2.39亿元（2019-12-31）,2013-11-05,农银汇理基金
000334,长城稳固收益债券C,0.00%,100元起购,0.25%,4.01%,6.80%,7.92%,14.53%,25.08%,债券型,0.10亿元（2019-12-31）,2015-01-28,长城基金
000338,鹏华双债保利债券,0.08%,100元起购,1.47%,2.72%,6.34%,6.12%,23.62%,49.37%,债券型,1.89亿元（2019-12-31）,2013-09-18,鹏华基金
000330,汇添富现金宝货币,暂停申购,暂停申购,0.18%,0.60%,1.27%,2.54%,10.78%,27.12%,货币型,428.59亿元（2019-12-31）,2013-09-12,汇添富基金
000329,鹏华丰饶定开债,0.06%,1000元起购,0.70%,2.22%,4.44%,8.27%,16.95%,15.20%,定开债券,5.09亿元（2019-12-31）,2016-08-24,鹏华基金
000328,上投摩根转型动力灵活配置混合,0.15%,100元起购,6.64%,0.94%,20.16%,31.18%,24.07%,83.00%,混合型,5.69亿元（2019-12-31）,2013-11-25,上投摩根基金
000327,南方新蓝筹混合,0.15%,100元起购,2.81%,-5.46%,9.14%,3.90%,41.05%,49.79%,混合型,1.92亿元（2019-12-31）,2015-05-29,南方基金
000326,南方中小盘成长股票,0.15%,100元起购,2.79%,-5.72%,9.41%,5.30%,24.05%,28.76%,股票型,1.84亿元（2019-12-31）,2015-10-28,南方基金
000325,华润元大现金收益货币B,0.00%,5000000元起购,0.17%,0.55%,1.15%,2.30%,9.73%,25.09%,货币型,7.30亿元（2019-12-31）,2013-10-29,华润元大基金
000324,华润元大现金收益货币A,0.00%,100元起购,0.15%,0.49%,1.02%,2.05%,8.94%,23.17%,货币型,0.35亿元（2019-12-31）,2013-10-29,华润元大基金
000335,安信永利信用C,0.00%,100元起购,1.91%,3.16%,5.48%,9.41%,20.10%,58.58%,定开债券,0.06亿元（2019-12-31）,2013-11-08,安信基金
000332,中加货币C,0.00%,5000000元起购,0.20%,0.63%,1.29%,2.61%,10.64%,28.07%,货币型,100.25亿元（2019-12-31）,2013-10-21,中加基金
000323,农银14天理财债券B,0.00%,5000000元起购,0.24%,0.75%,1.56%,3.25%,10.89%,23.41%,理财型,0.00亿元（2019-06-30）,2013-12-18,农银汇理基金
000320,泰达淘利债券C,0.00%,100元起购,2.12%,2.26%,4.04%,6.55%,15.89%,40.34%,债券型,0.12亿元（2019-12-31）,2014-08-06,泰达宏利基金
000319,泰达淘利债券A,0.08%,100元起购,2.14%,2.33%,4.18%,6.84%,16.91%,42.17%,债券型,0.79亿元（2019-12-31）,2014-08-06,泰达宏利基金
000316,中海瑞利六个月定开债,0.06%,100元起购,1.06%,1.70%,2.10%,2.34%,4.72%,27.28%,定开债券,5.99亿元（2019-12-31）,2013-11-21,中海基金
000314,招商瑞丰灵活配置混合发起式A,0.15%,100元起购,0.00%,0.56%,2.91%,4.77%,16.36%,68.76%,混合型,0.17亿元（2019-12-31）,2013-11-06,招商基金
000313,华安沪深300增强C,0.00%,100元起购,4.98%,-3.62%,1.19%,2.48%,30.32%,100.49%,股票指数,1.90亿元（2019-12-31）,2013-09-27,华安基金
000312,华安沪深300增强A,0.12%,100元起购,5.01%,-3.52%,1.41%,2.95%,32.19%,107.71%,股票指数,2.89亿元（2019-12-31）,2013-09-27,华安基金
000322,农银14天理财债券A,0.00%,100元起购,0.30%,0.72%,1.36%,2.61%,10.00%,24.58%,理财型,2.28亿元（2019-12-31）,2013-12-18,农银汇理基金
000311,景顺长城沪深300指数增强,0.12%,100元起购,4.53%,-7.23%,-3.26%,-4.68%,19.07%,144.45%,股票指数,94.93亿元（2019-12-31）,2013-10-29,景顺长城基金
000310,安信永利信用A,0.07%,100元起购,1.90%,3.24%,5.64%,9.67%,21.52%,62.61%,定开债券,0.51亿元（2019-12-31）,2013-11-08,安信基金
000309,大摩品质生活精选股票,0.15%,100元起购,1.85%,-1.35%,18.39%,18.95%,20.02%,126.00%,股票型,4.08亿元（2019-12-31）,2013-10-29,摩根士丹利华鑫基金
000308,建信创新中国混合,0.15%,100元起购,2.93%,-3.52%,11.40%,12.52%,36.71%,212.80%,混合型,1.38亿元（2019-12-31）,2013-09-24,建信基金
000307,易方达黄金ETF联接A,0.07%,100元起购,11.72%,7.73%,8.58%,30.72%,25.98%,29.02%,联接基金,6.35亿元（2019-12-31）,2016-05-26,易方达基金
000306,天弘弘利债券,0.10%,100元起购,2.37%,3.94%,5.12%,7.56%,12.15%,42.21%,债券型,20.80亿元（2019-12-31）,2013-09-11,天弘基金
000305,中银中高等级A,0.08%,100元起购,1.11%,3.31%,4.30%,6.39%,18.13%,47.19%,债券型,44.90亿元（2019-12-31）,2013-12-05,中银基金
000301,德邦德利货币B,0.00%,5000000元起购,0.17%,0.57%,1.21%,2.43%,9.86%,25.61%,货币型,90.41亿元（2019-12-31）,2013-09-16,德邦基金
000295,鹏华丰实定开债A,0.08%,100元起购,2.37%,5.04%,7.16%,12.13%,17.60%,53.45%,定开债券,5.84亿元（2019-12-31）,2013-09-10,鹏华基金
000290,鹏华全球高收益债(QDII),0.08%,100元起购,0.20%,-4.23%,-2.48%,1.71%,5.43%,52.27%,QDII,24.79亿元（2019-12-31）,2013-10-22,鹏华基金
000300,德邦德利货币A,0.00%,100元起购,0.15%,0.51%,1.09%,2.18%,9.08%,23.66%,货币型,0.79亿元（2019-12-31）,2013-09-16,德邦基金
000296,鹏华丰实定开债B,0.00%,100元起购,2.32%,4.95%,6.91%,11.65%,16.39%,49.91%,定开债券,0.12亿元（2019-12-31）,2013-09-10,鹏华基金
000298,中海纯债债券A,0.08%,100元起购,2.06%,2.99%,4.03%,6.16%,13.81%,29.44%,债券型,0.08亿元（2019-12-31）,2014-04-23,中海基金
000294,华安生态优先混合,0.15%,100元起购,12.90%,10.17%,19.95%,34.34%,110.78%,242.30%,混合型,6.40亿元（2019-12-31）,2013-11-28,华安基金
000297,鹏华可转债债券,0.08%,100元起购,2.50%,4.04%,15.19%,15.92%,36.84%,10.70%,债券型,0.84亿元（2019-12-31）,2015-02-03,鹏华基金
000299,中海纯债债券C,0.00%,100元起购,2.02%,2.68%,3.73%,5.60%,12.55%,26.72%,债券型,0.77亿元（2019-12-31）,2014-04-23,中海基金
000286,银华信用季季红债券A,0.07%,100元起购,1.32%,2.37%,3.44%,6.12%,18.51%,49.07%,债券型,36.75亿元（2019-12-31）,2013-09-18,银华基金
000289,鹏华丰泰定开债A,0.08%,100元起购,1.30%,2.50%,3.68%,5.98%,13.53%,49.44%,定开债券,5.69亿元（2019-12-31）,2013-09-24,鹏华基金
000279,华商红利优选混合,0.15%,100元起购,4.44%,0.79%,8.09%,12.09%,16.61%,154.65%,混合型,2.59亿元（2019-12-31）,2013-09-17,华商基金
000275,广发亚太中高收益债券现汇,暂停申购,暂停申购,1.19%,-5.43%,-1.27%,-3.92%,3.27%,21.74%,QDII,0.97亿元（2019-12-31）,2013-11-28,广发基金
000277,博时双月薪定期支付债券,0.09%,100元起购,1.18%,3.69%,5.05%,7.99%,19.04%,72.86%,定开债券,4.40亿元（2019-12-31）,2013-10-22,博时基金
000274,广发亚太中高收益债券,0.08%,100元起购,2.17%,-2.80%,-1.35%,1.23%,6.38%,40.26%,QDII,0.97亿元（2019-12-31）,2013-11-28,广发基金
000272,中邮定开债C,0.00%,100元起购,0.76%,1.91%,2.88%,4.75%,15.89%,48.95%,定开债券,0.42亿元（2019-12-31）,2013-11-05,中邮基金
000273,华润元大安鑫灵活配置混合A,0.12%,100元起购,4.21%,-3.06%,2.58%,3.17%,9.02%,105.18%,混合型,0.17亿元（2019-12-31）,2013-09-11,华润元大基金
000265,易方达恒久添利1年定开债A,0.06%,100元起购,0.87%,2.45%,3.86%,6.96%,19.43%,32.81%,定开债券,10.89亿元（2019-12-31）,2014-09-10,易方达基金
000271,中邮定开债A,0.06%,100元起购,0.76%,2.01%,3.08%,5.14%,16.80%,51.47%,定开债券,2.75亿元（2019-12-31）,2013-11-05,中邮基金
000259,农银区间收益混合,0.15%,100元起购,4.98%,5.81%,17.00%,27.48%,46.51%,189.45%,混合型,5.13亿元（2019-12-31）,2013-08-21,农银汇理基金
000268,广发集利一年定开债C,0.00%,100元起购,0.98%,3.36%,4.77%,7.56%,17.95%,60.88%,定开债券,2.28亿元（2019-12-31）,2013-08-21,广发基金
000267,广发集利一年定开债A,0.08%,100元起购,1.06%,3.44%,4.94%,8.02%,19.30%,65.24%,定开债券,10.09亿元（2019-12-31）,2013-08-21,广发基金
000266,易方达恒久添利1年定开债C,0.00%,100元起购,0.97%,2.45%,3.66%,6.58%,18.00%,29.92%,定开债券,0.26亿元（2019-12-31）,2014-09-10,易方达基金
000270,建信灵活配置混合,0.12%,100元起购,1.01%,1.65%,2.50%,1.58%,7.42%,65.56%,混合型,1.08亿元（2019-12-31）,2013-09-03,建信基金
000263,工银信息产业混合,0.15%,100元起购,4.13%,-0.33%,15.52%,28.28%,33.78%,144.46%,混合型,8.92亿元（2019-12-31）,2013-11-11,工银瑞信基金
000254,长城定开债A,0.06%,100元起购,0.87%,1.16%,1.70%,3.16%,9.12%,46.34%,定开债券,1.85亿元（2019-12-31）,2013-09-06,长城基金
000256,上投摩根红利回报混合A,0.12%,100元起购,1.75%,-0.38%,4.81%,5.65%,7.82%,44.70%,混合型,0.19亿元（2019-12-31）,2013-09-18,上投摩根基金
000251,工银金融地产混合,0.15%,100元起购,0.54%,-10.78%,-8.99%,-7.85%,27.69%,231.65%,混合型,58.58亿元（2019-12-31）,2013-08-26,工银瑞信基金
000252,景顺长城景兴信用纯债债券A,0.08%,100元起购,0.97%,1.71%,2.54%,3.87%,10.13%,39.09%,债券型,21.38亿元（2019-12-31）,2013-08-26,景顺长城基金
000255,长城定开债C,0.00%,100元起购,0.84%,1.06%,1.50%,2.75%,7.80%,42.60%,定开债券,0.27亿元（2019-12-31）,2013-09-06,长城基金
000253,景顺长城景兴信用纯债债券C,0.00%,100元起购,1.00%,1.67%,2.35%,3.46%,8.78%,35.32%,债券型,0.06亿元（2019-12-31）,2013-08-26,景顺长城基金
000246,博时月月薪定期支付债券,0.00%,100元起购,0.97%,3.84%,6.75%,10.20%,19.82%,62.64%,定开债券,1.81亿元（2019-12-31）,2013-07-25,博时基金
000248,汇添富中证主要消费ETF联接,0.10%,10元起购,11.09%,2.78%,7.39%,16.05%,93.36%,112.08%,联接基金,29.60亿元（2019-12-31）,2015-03-24,汇添富基金
000245,天弘稳利定期开放B,0.00%,100元起购,1.78%,4.11%,5.38%,9.41%,20.61%,53.88%,定开债券,0.17亿元（2019-12-31）,2013-07-19,天弘基金
000240,华安年年盈定开债C,0.00%,100元起购,2.16%,7.07%,8.23%,11.32%,23.88%,26.83%,定开债券,0.08亿元（2019-12-31）,2015-02-03,华安基金
000239,华安年年盈定开债A,0.06%,100元起购,2.15%,7.16%,8.43%,11.62%,25.00%,28.82%,定开债券,0.55亿元（2019-12-31）,2015-02-03,华安基金
000242,景顺长城策略精选灵活配置混合,0.15%,100元起购,1.19%,-3.69%,12.16%,12.25%,22.94%,114.11%,混合型,1.66亿元（2019-12-31）,2013-08-07,景顺长城基金
000227,华安年年红债券A,0.06%,100元起购,1.13%,5.70%,7.32%,10.43%,23.67%,60.35%,定开债券,0.94亿元（2019-12-31）,2013-11-14,华安基金
000226,长盛年年收益定期债券C,0.00%,1000元起购,2.14%,3.88%,4.68%,7.44%,8.92%,33.31%,定开债券,0.02亿元（2019-12-31）,2013-08-09,长盛基金
000235,诺安稳固收益一年定开债,0.00%,100元起购,1.09%,2.40%,3.28%,5.65%,17.01%,37.14%,定开债券,17.37亿元（2019-12-31）,2013-08-21,诺安基金
000244,天弘稳利定期开放A,0.06%,100元起购,1.82%,4.21%,5.59%,9.87%,21.98%,57.97%,定开债券,2.30亿元（2019-12-31）,2013-07-19,天弘基金
000241,宝盈核心优势混合C,暂停申购,暂停申购,1.77%,1.05%,30.30%,35.15%,43.52%,166.01%,混合型,0.19亿元（2019-12-31）,2013-08-01,宝盈基金
000236,工银月月薪定期支付债券A,0.08%,100元起购,1.90%,1.96%,5.53%,8.28%,15.27%,66.10%,债券型,5.25亿元（2019-12-31）,2013-08-14,工银瑞信基金
000221,汇添富年年利定开债A,0.06%,100元起购,2.40%,4.92%,5.89%,9.90%,14.26%,42.26%,定开债券,2.81亿元（2019-12-31）,2013-09-06,汇添富基金
000220,富国医疗保健行业混合,0.15%,100元起购,13.07%,15.10%,22.37%,60.30%,96.88%,240.80%,混合型,12.83亿元（2019-12-31）,2013-08-07,富国基金
